NPI,TITLE,FAB_PROD,RET_PROD,PRODUCT,LOT,EXEC_SEQ,OPERATION,OPER_SHORT_DESC,OPER_LONG_DESC,OUT_DATE,LOT_PRIORITY_MOVEIN,AREA,MODULE,ACTIVITY,CUM_ACTIVITY,LAYER
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,3139,255439,L #8BV4bF,L #P1278b NRW BV4  SED FSM (BM4),,,LITHO,LI-SBLcu,0,802,BV4
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,3172,217326,L #81BM5bt,L #P1278.1 BM5 b SED thk res (BM4),,,LITHO,LI-SBLcu,0,811,BM5
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,3206,231725,L #81BLVbS,L #P1278.1 BLV b SED (BM5),,,LITHO,LI-SBLcu,0,818,BLV
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,3221,9812,Z #MPCPACK,Z #CU MPC XSITE WAFER PACK,,,PC,PC-STORES,0,819,SHIP
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,1,204,Z EBMSTRT,Z EBM WAFER START QUEUE,2025/07/10 3:58:32 AM,,PC,PC-STARTS,0,0,START
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,14,204056,L 8ZRObaSE,L P1278 ZRO ba 1ST LYR SED (ZRO),2025/07/16 7:58:47 PM,2,LITHO,LI-SNEli,0,3,ZRO
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,61,213233,L 8b NDRaS,L P1278b NDR a SED (ZRO),2025/07/20 9:24:20 AM,2,LITHO,LI-SAVli,0,16,NDR
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,87,213234,L 8b PDRaS,L P1278b PDR a SED (ZRO),2025/07/20 6:25:39 PM,2,LITHO,LI-SAVli,0,22,PDR
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,146,213666,L 8bDPRdSE,L P1278 DPRb d SED (ZRO),2025/07/23 6:40:07 AM,2,LITHO,LI-SAYli,0,37,DPR
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,200,211888,L 8bDNUcSE,L P1278b c DNU SED (DPR),2025/07/25 5:53:05 PM,2,LITHO,LI-SAYli,0,48,DNU
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,251,204091,L 8b PDI S,"L P1278b PDI SED (DNU,DPR)",2025/07/28 2:02:38 AM,2,LITHO,LI-SNEli,0,61,PDI
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,266,204091,L 8b PDI S,"L P1278b PDI SED (DNU,DPR)",2025/07/28 9:46:44 AM,2,LITHO,LI-SNEli,0,61,PDI
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,285,204095,L 8b NDI S,"L P1278b NDI SED (DNU,DPR)",2025/07/28 8:52:36 PM,2,LITHO,LI-SNEli,0,64,NDI
Panther Lake G-1,POR Scout,8PXMCVAG,8PXMCG,8PXMCV A G,A5289210,345,257029,L 8PLYrSE,"L P1278 PLY r SED (DNU,DPR)",2025/08/02 12:44:25 PM,2,LITHO,LI-SAYli,0,83,PLY
